,sofifaid,Overall
8602,213618.0,65.94
8603,213878.0,65.99
8604,214005.0,64.47
8605,214063.0,65.72
8606,214091.0,65.06
8607,214094.0,65.31
8608,214319.0,65.18
8609,214331.0,65.5
8610,214406.0,64.39
8611,214493.0,65.54
8612,214630.0,65.49
8613,214684.0,65.3
8614,214837.0,65.37
8615,214969.0,66.34
8616,214987.0,65.06
8617,215072.0,65.27
8618,215085.0,66.44
8619,215092.0,64.96
8620,215594.0,65.45
8621,215999.0,64.41
8622,216012.0,65.16
8623,216017.0,64.94
8624,216237.0,66.42
8625,216260.0,65.84
8626,216273.0,66.23
8627,216281.0,65.43
8628,216534.0,65.98
8629,216709.0,65.69
8630,216751.0,66.14
8631,217021.0,66.68
8632,217696.0,65.69
8633,217990.0,65.78
8634,218214.0,66.32
8635,220166.0,66.51
8636,220700.0,66.06
8637,221050.0,65.48
8638,221378.0,65.83
8639,221461.0,66.09
8640,221552.0,64.95
8641,221713.0,65.22
8642,221824.0,66.42
8643,221847.0,66.09
8644,221857.0,66.02
8645,221924.0,65.71
8646,222134.0,65.2
8647,222197.0,65.47
8648,222969.0,64.59
8649,223424.0,66.05
8650,223746.0,66.72
8651,223857.0,65.36
8652,224165.0,66.06
8653,224391.0,65.81
8654,224420.0,66.64
8655,224496.0,65.85
8656,224506.0,65.89
8657,224611.0,65.92
8658,225376.0,65.82
8659,225715.0,65.75
8660,226033.0,65.34
8661,226286.0,66.26
8662,226416.0,65.76
8663,226757.0,65.61
8664,227412.0,65.07
8665,228130.0,66.53
8666,228205.0,65.39
8667,228897.0,65.53
8668,229055.0,65.21
8669,229129.0,65.32
8670,229332.0,66.13
8671,229380.0,64.17
8672,229460.0,66.0
8673,229641.0,65.52
8674,229750.0,66.05
8675,230166.0,65.71
8676,230167.0,66.28
8677,230172.0,64.78
8678,230203.0,66.49
8679,230220.0,65.48
8680,230238.0,65.8
8681,230261.0,65.63
8682,230262.0,66.46
8683,230268.0,65.83
8684,230288.0,66.01
8685,230306.0,65.47
8686,230321.0,65.77
8687,230357.0,64.86
8688,230450.0,66.02
8689,230467.0,65.85
8690,230471.0,63.39
8691,231563.0,65.97
8692,232125.0,66.33
8693,232295.0,65.45
8694,232374.0,65.28
8695,232376.0,66.39
8696,232382.0,65.94
8697,232467.0,65.88
8698,232469.0,65.84
8699,232505.0,66.02
8700,232597.0,65.32
8701,232620.0,65.93
8702,232622.0,65.89
8703,232728.0,65.78
8704,232848.0,65.9
8705,232875.0,65.77
8706,232887.0,66.17
8707,232919.0,65.52
8708,232946.0,66.37
8709,233436.0,64.91
8710,233569.0,66.81
8711,233870.0,65.53
8712,234004.0,65.94
8713,234016.0,65.25
8714,234482.0,65.4
8715,234893.0,65.75
8716,236074.0,65.99
8717,236169.0,65.89
8718,236173.0,66.07
8719,236192.0,63.11
8720,236194.0,66.17
8721,237247.0,70.85
8722,238015.0,66.1
8723,238657.0,64.88
8724,238685.0,65.31
8725,239637.0,65.99
8726,239848.0,65.65
8727,240206.0,65.89
8728,240258.0,65.35
8729,240689.0,65.33
8730,241011.0,66.04
8731,242028.0,65.97
8732,242327.0,66.16
8733,242944.0,65.55
8734,244251.0,66.16
8735,244706.0,66.33
8736,245549.0,65.27
8737,245783.0,66.47
8738,246339.0,65.51
8739,247071.0,65.9
8740,247148.0,65.53
8741,247423.0,66.41
8742,247767.0,68.51
8743,247926.0,65.19
8744,247963.0,65.08
8745,248043.0,65.84
8746,248100.0,65.65
8747,248755.0,65.24
8748,250798.0,65.91
8749,251148.0,64.96
8750,251183.0,65.41
8751,251699.0,62.41
8752,251705.0,66.79
8753,252545.0,65.49
8754,252718.0,65.81
8755,242214.0,65.85
8756,246420.0,65.18
8757,243392.0,65.19
8758,243627.0,65.39
8759,244267.0,65.59
8760,236378.0,66.57
8761,242238.0,65.97
8762,242453.0,65.95
8763,244509.0,65.98
8764,245131.0,65.23
8765,248874.0,65.47
8766,252339.0,65.92
8767,235955.0,65.48
8768,238616.0,65.64
8769,241487.0,65.06
8770,245037.0,65.98
8771,245703.0,65.77
8772,246728.0,65.14
8773,233892.0,66.36
8774,236804.0,65.7
8775,237708.0,65.76
8776,240589.0,66.28
8777,245287.0,65.66
8778,245437.0,66.78
8779,231395.0,66.08
8780,233917.0,66.41
8781,238282.0,66.62
8782,239138.0,66.06
8783,240215.0,65.66
8784,245035.0,65.93
8785,245894.0,65.04
8786,251894.0,66.47
8787,229745.0,66.02
8788,230786.0,65.72
8789,231442.0,65.92
8790,235161.0,65.67
8791,236941.0,66.2
8792,240660.0,66.61
8793,241187.0,65.33
8794,242528.0,66.07
8795,242656.0,65.76
8796,244401.0,66.13
8797,247103.0,66.36
8798,231973.0,65.94
8799,234886.0,66.48
8800,235171.0,65.06
8801,235413.0,65.06
8802,236467.0,65.99
8803,237477.0,65.21
8804,237496.0,65.26
8805,239259.0,65.66
8806,240751.0,65.23
8807,240950.0,65.79
8808,242294.0,65.65
8809,243249.0,65.79
8810,244050.0,65.99
8811,244340.0,65.59
8812,251404.0,65.95
8813,225105.0,65.99
8814,231445.0,66.16
8815,233018.0,66.47
8816,233884.0,66.71
8817,235026.0,65.69
8818,237726.0,65.64
8819,239936.0,65.56
8820,240081.0,66.27
8821,244840.0,66.23
8822,245237.0,66.23
8823,246011.0,65.88
8824,246282.0,66.47
8825,252289.0,65.8
8826,252703.0,65.78
8827,222836.0,65.28
8828,225738.0,65.48
8829,228225.0,65.86
8830,229831.0,66.01
8831,233057.0,66.53
8832,233139.0,66.1
8833,233397.0,65.73
8834,233841.0,64.5
8835,234097.0,66.34
8836,234319.0,65.46
8837,234350.0,65.68
8838,235215.0,65.89
8839,237310.0,65.81
8840,239368.0,64.46
8841,239545.0,66.67
8842,241695.0,65.78
8843,242307.0,64.73
8844,242317.0,65.63
8845,244143.0,65.78
8846,246866.0,66.03
8847,246952.0,64.32
8848,251300.0,65.6
8849,251387.0,65.95
8850,252083.0,65.26
8851,252230.0,64.53
8852,208581.0,65.6
8853,212040.0,65.95
8854,221661.0,65.26
8855,222878.0,65.9
8856,223962.0,65.37
8857,224892.0,66.06
8858,226265.0,66.11
8859,227884.0,64.95
8860,228426.0,65.76
8861,228886.0,65.68
8862,229610.0,65.77
8863,230557.0,65.73
8864,230912.0,65.74
8865,231307.0,65.43
8866,231474.0,65.78
8867,232405.0,65.42
8868,233084.0,65.76
8869,233309.0,64.54
8870,233373.0,64.49
8871,234158.0,65.35
8872,234668.0,65.36
8873,234856.0,65.6
8874,236043.0,65.2
8875,236650.0,65.02
8876,236963.0,65.82
8877,238114.0,64.32
8878,238953.0,65.39
8879,239373.0,64.61
8880,239438.0,65.51
8881,239494.0,65.55
8882,239513.0,64.8
8883,239529.0,65.88
8884,240350.0,65.37
8885,240511.0,64.53
8886,241172.0,65.95
8887,241570.0,64.34
8888,241837.0,65.74
8889,241937.0,65.45
8890,242052.0,65.23
8891,242412.0,65.78
8892,242426.0,64.77
8893,242792.0,64.28
8894,243816.0,65.2
8895,244363.0,64.47
8896,244654.0,64.45
8897,245235.0,65.02
8898,246608.0,65.11
8899,246974.0,64.68
8900,247150.0,64.03
8901,247263.0,64.73
8902,248060.0,64.65
8903,248257.0,65.74
8904,248878.0,64.65
8905,205481.0,65.57
8906,213488.0,65.46
8907,215036.0,65.79
8908,215410.0,65.9
8909,220605.0,66.01
8910,220669.0,65.68
8911,222394.0,65.5
8912,222540.0,65.54
8913,224953.0,65.62
8914,225355.0,65.93
8915,225435.0,65.52
8916,225625.0,65.28
8917,225769.0,65.62
8918,226249.0,65.82
8919,226268.0,64.64
8920,228770.0,65.65
8921,229082.0,65.94
8922,229127.0,64.91
8923,229701.0,65.65
8924,229742.0,65.02
8925,229753.0,65.07
8926,229865.0,65.79
8927,231137.0,65.67
8928,231408.0,65.08
8929,231753.0,65.21
8930,232832.0,65.49
8931,233079.0,65.65
8932,233606.0,65.6
8933,233809.0,65.63
8934,234202.0,64.46
8935,234727.0,65.13
8936,235301.0,64.34
8937,235315.0,65.87
8938,235507.0,65.76
8939,236615.0,64.87
8940,236695.0,65.14
8941,236703.0,65.01
8942,237525.0,64.62
8943,238820.0,65.21
8944,239365.0,65.1
8945,239391.0,65.95
8946,240064.0,65.45
8947,240172.0,65.62
8948,240223.0,65.32
8949,240415.0,65.08
8950,241275.0,64.52
8951,241406.0,66.05
8952,241445.0,65.05
8953,241462.0,65.2
8954,241465.0,65.17
8955,242158.0,65.7
8956,242217.0,64.77
8957,242722.0,65.31
8958,243074.0,64.97
8959,244185.0,64.85
8960,244438.0,65.57
8961,244447.0,65.79
8962,245091.0,65.09
8963,247186.0,65.47
8964,248117.0,65.18
8965,251195.0,64.74
8966,251790.0,64.78
8967,251920.0,65.02
8968,252062.0,65.27
8969,213152.0,66.0
8970,214088.0,65.17
8971,219461.0,65.09
8972,219584.0,65.32
8973,220139.0,65.71
8974,220786.0,65.9
8975,220944.0,65.22
8976,221489.0,65.37
8977,222256.0,65.23
8978,222916.0,65.42
8979,224019.0,65.76
8980,224855.0,66.18
8981,224875.0,65.56
8982,225261.0,65.41
8983,225387.0,65.8
8984,225550.0,65.15
8985,225610.0,65.19
8986,225710.0,65.64
8987,225768.0,64.75
8988,226431.0,64.55
8989,228591.0,65.72
8990,228607.0,64.87
8991,229557.0,65.27
8992,229891.0,65.14
8993,229912.0,65.2
8994,230134.0,65.65
8995,230888.0,64.76
8996,231244.0,65.54
8997,231354.0,65.6
8998,232136.0,65.75
8999,232296.0,65.88
9000,233736.0,64.84
9001,234222.0,64.99
9002,234983.0,65.86
9003,235253.0,65.18
9004,235269.0,65.47
9005,235536.0,64.48
9006,235925.0,65.44
9007,236585.0,64.66
9008,236924.0,65.41
9009,237160.0,64.91
9010,237198.0,65.66
9011,237721.0,65.34
9012,237772.0,65.12
9013,239021.0,65.1
9014,239571.0,65.05
9015,239902.0,65.25
9016,239946.0,65.25
9017,240459.0,65.12
9018,240663.0,65.45
9019,242383.0,65.06
9020,242427.0,64.91
9021,244489.0,65.08
9022,244546.0,65.41
9023,246010.0,65.79
9024,247665.0,65.25
9025,248105.0,64.91
9026,251445.0,64.55
9027,251531.0,65.41
9028,252184.0,65.34
9029,206562.0,66.37
9030,211785.0,65.53
9031,213449.0,64.81
9032,213642.0,65.25
9033,213835.0,65.51
9034,215818.0,65.74
9035,216540.0,64.5
9036,219951.0,64.92
9037,220072.0,65.29
9038,223306.0,65.27
9039,223925.0,64.95
9040,224198.0,65.25
9041,224302.0,65.13
9042,224662.0,64.98
9043,224774.0,65.43
9044,224973.0,65.16
9045,225574.0,65.39
9046,225734.0,65.76
9047,225933.0,65.77
9048,227599.0,64.91
9049,227982.0,65.13
9050,228007.0,65.83
9051,228058.0,65.51
9052,228809.0,65.58
9053,229175.0,65.21
9054,229477.0,65.25
9055,229873.0,64.87
9056,230995.0,65.91
9057,231103.0,65.24
9058,234740.0,64.78
9059,234760.0,65.68
9060,235398.0,65.19
9061,235590.0,64.74
9062,236367.0,65.06
9063,236447.0,64.74
9064,236474.0,64.83
9065,236943.0,64.95
9066,237758.0,64.89
9067,238475.0,65.67
9068,239660.0,65.26
9069,239849.0,65.0
9070,240795.0,65.66
9071,240914.0,64.93
9072,241089.0,65.08
9073,242021.0,64.58
9074,242116.0,65.09
9075,242181.0,64.98
9076,242312.0,65.23
9077,243456.0,65.12
9078,244391.0,64.84
9079,244655.0,65.14
9080,244751.0,65.65
9081,245242.0,64.72
9082,245748.0,65.36
9083,246844.0,65.23
9084,248565.0,65.19
9085,251154.0,64.93
9086,251941.0,64.57
9087,252014.0,65.26
9088,252168.0,64.86
9089,252692.0,64.81
9090,204324.0,65.66
9091,208999.0,65.59
9092,209264.0,65.91
9093,210046.0,65.58
9094,212287.0,65.44
9095,212493.0,65.33
9096,212821.0,64.63
9097,212997.0,65.58
9098,213147.0,65.97
9099,213407.0,65.45
9100,213659.0,65.14
9101,213815.0,65.9
9102,215756.0,65.6
9103,216981.0,65.57
9104,222215.0,66.06
9105,222411.0,65.38
9106,222484.0,65.08
9107,225531.0,65.16
9108,226697.0,65.32
9109,228870.0,64.84
9110,229118.0,65.78
9111,229285.0,64.62
9112,229588.0,65.34
9113,229854.0,65.52
9114,229923.0,65.48
9115,230638.0,65.45
9116,232713.0,65.11
9117,232849.0,64.83
9118,233434.0,65.59
9119,233642.0,65.11
9120,234984.0,64.95
9121,236877.0,65.81
9122,237376.0,65.26
9123,238354.0,65.39
9124,238647.0,65.41
9125,239095.0,64.6
9126,240156.0,64.83
9127,240166.0,65.09
9128,241032.0,65.61
9129,242486.0,65.11
9130,244252.0,63.88
9131,244418.0,64.95
9132,244993.0,65.14
9133,245792.0,65.59
9134,248004.0,64.21
9135,250817.0,64.78
9136,251914.0,64.24
9137,198285.0,65.95
9138,199890.0,65.1
9139,200840.0,65.66
9140,202259.0,65.66
9141,204849.0,65.7
9142,205321.0,65.47
9143,205759.0,65.24
9144,205961.0,65.22
9145,206469.0,65.72
9146,207429.0,65.61
9147,208480.0,65.48
9148,208513.0,65.77
9149,209490.0,65.53
9150,210108.0,65.43
9151,210347.0,65.06
9152,211067.0,65.25
9153,211173.0,65.57
9154,211228.0,66.06
9155,211901.0,65.75
9156,211928.0,65.66
9157,213090.0,65.55
9158,213543.0,65.7
9159,214271.0,65.62
9160,214280.0,64.72
9161,214661.0,65.94
9162,215817.0,65.54
9163,216485.0,65.99
9164,216730.0,65.07
9165,216815.0,65.81
9166,217277.0,65.41
9167,219569.0,65.82
9168,220566.0,65.49
9169,220600.0,65.46
9170,221053.0,65.33
9171,222080.0,65.28
9172,222222.0,65.15
9173,223499.0,65.29
9174,223568.0,65.42
9175,223652.0,65.29
9176,224095.0,65.3
9177,224121.0,64.94
9178,224324.0,64.74
9179,224690.0,65.4
9180,225564.0,65.25
9181,225654.0,65.44
9182,225798.0,65.01
9183,226259.0,66.19
9184,226517.0,65.54
9185,227594.0,65.06
9186,227894.0,65.28
9187,229655.0,65.15
9188,231105.0,65.1
9189,232586.0,65.23
9190,232760.0,65.16
9191,233544.0,67.51
9192,234093.0,65.73
9193,234534.0,65.29
9194,237147.0,65.77
9195,237742.0,65.39
9196,238642.0,65.52
9197,240312.0,65.34
9198,243533.0,68.42
9199,244516.0,64.62
9200,244941.0,65.32
9201,245219.0,65.27
9202,247010.0,65.15
9203,247218.0,65.12
9204,247911.0,64.66
9205,251642.0,64.71
9206,252425.0,65.29
9207,183544.0,65.92
9208,199321.0,65.56
9209,204219.0,65.33
9210,204842.0,65.85
9211,205386.0,65.55
9212,206065.0,65.36
9213,209210.0,65.29
9214,210005.0,65.13
9215,210029.0,65.84
9216,210110.0,66.03
9217,210494.0,65.6
9218,210772.0,65.49
9219,211238.0,65.49
9220,212120.0,65.86
9221,212485.0,65.39
9222,213314.0,65.31
9223,213693.0,65.56
9224,213982.0,65.09
9225,216535.0,64.9
9226,217332.0,66.21
9227,219414.0,65.08
9228,219566.0,65.47
9229,219861.0,65.21
9230,220030.0,64.95
9231,220191.0,65.63
9232,220558.0,65.71
9233,221383.0,64.87
9234,221468.0,65.57
9235,221801.0,65.42
9236,221907.0,64.62
9237,221985.0,65.3
9238,222286.0,64.94
9239,222734.0,64.87
9240,223880.0,66.24
9241,224009.0,65.08
9242,224592.0,65.69
9243,224633.0,65.68
9244,224996.0,65.17
9245,225316.0,65.8
9246,226122.0,65.52
9247,226953.0,65.42
9248,228682.0,65.04
9249,229036.0,65.31
9250,229623.0,65.21
9251,229917.0,64.9
9252,230776.0,65.33
9253,231500.0,64.92
9254,231664.0,65.32
9255,232377.0,65.26
9256,232388.0,65.64
9257,232431.0,65.26
9258,232461.0,65.49
9259,232527.0,65.13
9260,233141.0,65.35
9261,234418.0,65.21
9262,235135.0,65.33
9263,235225.0,65.32
9264,235971.0,65.12
9265,237460.0,65.4
9266,238489.0,65.23
9267,238694.0,65.33
9268,240680.0,64.92
9269,244315.0,65.37
9270,244648.0,65.16
9271,247068.0,65.18
9272,250868.0,65.33
9273,252086.0,65.46
9274,252284.0,65.35
9275,163757.0,65.68
9276,186508.0,65.62
9277,192500.0,65.56
9278,199002.0,65.33
9279,201038.0,65.61
9280,201401.0,65.55
9281,202204.0,64.89
9282,202322.0,65.18
9283,202422.0,66.09
9284,202977.0,65.05
9285,203137.0,65.26
9286,203348.0,65.74
9287,203811.0,65.78
9288,204217.0,65.6
9289,204882.0,65.22
9290,205491.0,65.41
9291,205582.0,65.22
9292,205586.0,65.3
9293,205589.0,65.76
9294,205593.0,64.95
9295,206139.0,65.13
9296,206492.0,65.61
9297,207754.0,65.89
9298,207824.0,64.91
9299,208370.0,65.62
9300,208614.0,65.25
9301,208812.0,64.81
9302,210020.0,65.46
9303,210646.0,65.88
9304,211089.0,65.35
9305,211195.0,65.24
9306,211227.0,65.44
9307,212939.0,65.21
9308,213557.0,65.4
9309,213646.0,65.95
9310,214016.0,65.81
9311,214019.0,65.21
9312,214124.0,65.46
9313,214383.0,65.06
9314,215279.0,65.28
9315,215370.0,65.17
9316,216154.0,65.08
9317,220593.0,65.11
9318,220943.0,65.66
9319,221475.0,66.36
9320,221493.0,64.94
9321,221574.0,65.56
9322,221700.0,65.01
9323,221972.0,65.1
9324,223082.0,65.19
9325,223369.0,65.08
9326,223569.0,65.68
9327,224094.0,65.11
9328,224115.0,64.6
9329,224624.0,65.02
9330,226721.0,65.49
9331,227656.0,65.2
9332,227705.0,65.79
9333,227868.0,65.21
9334,228627.0,64.98
9335,232162.0,65.07
9336,232573.0,64.84
9337,232581.0,65.29
9338,233401.0,67.37
9339,233457.0,65.69
9340,235128.0,65.07
9341,235579.0,64.97
9342,237649.0,64.59
9343,238005.0,64.83
9344,238796.0,65.8
9345,239752.0,65.3
9346,239768.0,64.87
9347,240963.0,65.72
9348,242533.0,65.27
9349,242672.0,65.29
9350,242704.0,64.34
9351,242995.0,64.95
9352,243581.0,65.09
9353,243985.0,66.03
9354,244117.0,65.14
9355,245263.0,65.25
9356,246687.0,65.32
9357,246857.0,65.52
9358,247910.0,64.94
9359,251194.0,64.98
9360,251250.0,65.18
9361,252121.0,65.07
9362,252443.0,64.72
9363,252723.0,65.21
9364,191153.0,65.29
9365,196316.0,65.9
9366,199010.0,65.95
9367,200812.0,65.87
9368,201112.0,66.15
9369,201815.0,65.82
9370,202131.0,65.11
9371,202459.0,65.33
9372,202978.0,65.76
9373,203264.0,65.73
9374,204316.0,65.6
9375,205072.0,64.96
9376,205288.0,65.73
9377,205460.0,65.7
9378,206074.0,65.01
9379,207499.0,65.45
9380,208989.0,65.72
9381,209722.0,64.84
9382,211395.0,65.28
9383,211422.0,65.58
9384,211793.0,64.86
9385,211874.0,65.53
9386,212451.0,65.32
9387,214583.0,65.46
9388,214659.0,65.27
9389,215822.0,65.14
9390,216517.0,64.94
9391,216750.0,65.13
9392,220491.0,64.72
9393,221239.0,65.26
9394,221253.0,64.52
9395,221828.0,64.76
9396,222660.0,64.56
9397,223673.0,65.1
9398,223676.0,64.94
9399,224014.0,65.4
9400,224965.0,65.44
9401,232014.0,65.55
9402,232595.0,65.07
9403,233105.0,64.86
9404,234496.0,64.76
9405,235151.0,64.7
9406,240872.0,64.5
9407,241910.0,65.1
9408,243364.0,65.72
9409,243928.0,64.23
9410,246668.0,65.15
9411,251185.0,65.95
9412,251233.0,65.42
9413,252461.0,65.12
9414,173165.0,66.25
9415,189573.0,65.17
9416,190792.0,65.73
9417,194569.0,65.3
9418,194792.0,65.72
9419,198622.0,65.44
9420,199627.0,65.36
9421,200134.0,65.57
9422,201081.0,65.82
9423,201179.0,66.18
9424,201380.0,65.22
9425,202526.0,65.38
9426,202603.0,65.56
9427,202988.0,65.51
9428,203034.0,65.85
9429,203447.0,65.28
9430,203558.0,65.29
9431,204397.0,65.28
9432,204619.0,65.83
9433,204644.0,65.28
9434,205214.0,65.3
9435,205378.0,65.78
9436,205463.0,65.97
9437,205663.0,65.9
9438,205687.0,65.14
9439,205876.0,65.53
9440,205975.0,65.24
9441,206536.0,66.14
9442,207708.0,66.29
9443,207897.0,65.72
9444,208122.0,65.4
9445,208316.0,65.32
9446,209062.0,65.51
9447,209162.0,65.21
9448,210123.0,65.39
9449,211057.0,65.25
9450,211433.0,65.12
9451,211825.0,65.17
9452,211881.0,65.39
9453,212418.0,65.6
9454,212778.0,65.48
9455,213833.0,65.62
9456,215066.0,65.71
9457,217391.0,64.72
9458,219689.0,65.19
9459,219779.0,64.88
9460,219788.0,66.03
9461,221425.0,65.78
9462,221657.0,65.44
9463,221680.0,65.08
9464,222430.0,64.93
9465,222995.0,64.95
9466,223042.0,65.08
9467,223067.0,65.5
9468,223085.0,66.09
9469,224337.0,64.78
9470,225731.0,65.19
9471,225996.0,64.35
9472,228182.0,66.41
9473,228271.0,65.55
9474,229392.0,65.29
9475,229817.0,65.28
9476,232320.0,64.42
9477,232541.0,65.02
9478,232733.0,65.44
9479,233467.0,65.18
9480,234587.0,65.24
9481,234717.0,66.02
9482,235867.0,65.29
9483,238970.0,65.32
9484,239431.0,64.51
9485,240067.0,65.1
9486,243743.0,65.2
9487,243841.0,65.14
9488,244987.0,66.68
9489,245099.0,65.02
9490,248091.0,64.73
9491,251709.0,66.18
9492,252724.0,65.11
9493,11381.0,64.88
9494,53073.0,64.79
9495,104702.0,66.42
9496,110606.0,64.33
9497,116314.0,64.85
9498,122574.0,64.89
9499,125167.0,64.26
9500,139213.0,64.53
9501,139866.0,64.14
9502,140181.0,66.02
9503,140422.0,66.99
9504,142270.0,64.37
9505,144021.0,64.48
9506,148720.0,63.64
9507,152038.0,64.29
9508,152454.0,65.84
9509,152621.0,64.75
9510,152991.0,65.77
9511,155886.0,64.64
9512,155980.0,64.97
9513,156894.0,66.08
9514,157734.0,65.81
9515,162899.0,64.97
9516,163143.0,65.0
9517,163621.0,64.93
9518,163694.0,65.14
9519,165485.0,64.62
9520,166841.0,65.04
9521,167180.0,64.39
9522,167512.0,64.77
9523,167694.0,66.02
9524,167926.0,64.37
9525,168556.0,63.49
9526,168629.0,64.63
9527,168990.0,64.76
9528,169333.0,64.96
9529,169458.0,64.91
9530,169539.0,64.35
9531,169568.0,65.11
9532,169571.0,65.2
9533,169623.0,64.62
9534,169898.0,64.86
9535,170008.0,65.93
9536,170078.0,65.13
9537,170280.0,65.01
9538,170879.0,64.47
9539,171083.0,63.93
9540,171377.0,65.01
9541,171565.0,63.08
9542,171971.0,64.82
9543,171992.0,64.84
9544,172041.0,64.42
9545,172232.0,64.64
9546,172555.0,65.13
9547,172823.0,65.23
9548,172928.0,64.33
9549,173166.0,64.44
9550,173224.0,65.95
9551,173305.0,64.76
9552,173666.0,65.07
9553,173752.0,64.51
9554,175941.0,64.67
9555,176061.0,64.45
9556,176207.0,64.21
9557,176368.0,63.35
9558,176941.0,65.01
9559,177320.0,64.71
9560,177442.0,64.42
9561,177488.0,65.29
9562,177799.0,64.56
9563,177885.0,65.27
9564,177906.0,65.34
9565,177912.0,65.22
9566,178150.0,65.69
9567,178379.0,65.39
9568,178623.0,64.65
9569,178767.0,65.82
9570,179646.0,64.92
9571,179663.0,66.09
9572,179685.0,64.94
9573,179698.0,66.25
9574,179742.0,64.98
9575,179822.0,65.02
9576,179971.0,66.23
9577,179973.0,66.26
9578,180174.0,64.77
9579,180339.0,65.18
9580,180746.0,63.57
9581,181001.0,65.15
9582,181307.0,64.85
9583,181339.0,64.3
9584,181558.0,64.99
9585,181831.0,65.32
9586,181846.0,65.18
9587,181917.0,65.21
9588,182228.0,65.01
9589,182464.0,65.1
9590,182489.0,65.21
9591,183066.0,64.85
9592,183244.0,66.26
9593,183596.0,65.74
9594,183646.0,65.53
9595,183797.0,64.91
9596,183819.0,65.42
9597,184143.0,65.02
9598,184222.0,65.91
9599,184266.0,65.31
9600,184471.0,65.81
9601,184763.0,65.25
9602,184847.0,65.82
9603,185171.0,64.59
9604,185380.0,64.59
9605,186259.0,65.07
9606,186422.0,65.71
9607,186503.0,65.7
9608,186756.0,64.99
9609,187157.0,65.48
9610,187171.0,64.8
9611,187210.0,65.88
9612,188031.0,65.83
9613,188131.0,65.28
9614,188163.0,65.04
9615,188164.0,65.73
9616,188625.0,64.79
9617,188917.0,65.11
9618,189160.0,65.02
9619,189325.0,64.43
9620,189339.0,64.93
9621,189352.0,65.23
9622,189464.0,65.66
9623,189482.0,65.14
9624,189546.0,65.21
9625,189695.0,65.68
9626,189905.0,65.14
9627,189936.0,65.03
9628,189962.0,65.7
9629,190060.0,65.35
9630,190199.0,65.32
9631,190489.0,64.88
9632,190545.0,64.89
9633,190620.0,64.99
9634,190635.0,64.8
9635,190637.0,64.94
9636,190783.0,64.0
9637,190826.0,65.3
9638,190883.0,65.05
9639,190995.0,65.32
9640,191108.0,65.55
9641,191218.0,64.19
9642,191556.0,65.82
9643,191814.0,64.67
9644,191861.0,65.39
9645,191924.0,65.28
9646,191980.0,65.0
9647,192063.0,65.77
9648,192074.0,65.34
9649,192365.0,65.16
9650,192450.0,65.73
9651,192481.0,65.71
9652,192707.0,64.37
9653,193059.0,64.43
9654,193111.0,64.41
9655,193206.0,65.64
9656,193235.0,64.62
9657,193251.0,65.0
9658,193304.0,65.17
9659,193344.0,65.54
9660,193411.0,65.16
9661,193608.0,65.7
9662,193728.0,65.16
9663,193746.0,65.43
9664,194003.0,64.8
9665,195722.0,63.91
9666,196145.0,65.33
9667,196434.0,64.13
9668,197148.0,65.26
9669,197527.0,64.5
9670,197592.0,64.17
9671,197838.0,65.45
9672,197907.0,66.01
9673,198100.0,64.94
9674,198104.0,64.82
9675,198135.0,65.02
9676,198250.0,64.61
9677,198490.0,66.33
9678,198534.0,65.41
9679,198690.0,65.09
9680,198740.0,65.44
9681,198840.0,65.07
9682,198952.0,65.04
9683,199173.0,65.42
9684,199351.0,65.15
9685,199410.0,65.48
9686,199470.0,64.98
9687,199686.0,64.62
9688,199746.0,64.82
9689,199772.0,65.17
9690,199815.0,65.41
9691,200086.0,65.28
9692,200369.0,65.19
9693,200432.0,65.16
9694,200449.0,63.49
9695,200697.0,65.11
9696,200797.0,64.99
9697,200952.0,65.58
9698,200953.0,65.36
9699,200983.0,65.69
9700,201068.0,65.28
9701,201924.0,65.94
9702,202000.0,64.99
9703,202182.0,64.97
9704,202215.0,65.96
9705,202456.0,65.13
9706,202518.0,65.08
9707,202611.0,64.77
9708,202864.0,64.84
9709,202966.0,64.76
9710,202968.0,66.02
9711,202970.0,64.47
9712,203043.0,65.47
9713,203095.0,64.67
9714,203127.0,65.94
9715,203445.0,66.14
9716,203450.0,65.0
9717,203454.0,64.83
9718,203721.0,65.28
9719,203781.0,65.27
9720,203902.0,64.77
9721,203927.0,63.62
9722,203966.0,65.28
9723,204136.0,65.02
9724,204154.0,65.18
9725,204242.0,65.55
9726,204388.0,65.35
9727,204633.0,64.64
9728,204690.0,65.07
9729,204946.0,64.96
9730,204987.0,65.12
9731,205054.0,64.99
9732,205208.0,65.34
9733,205423.0,64.86
9734,205512.0,64.88
9735,205535.0,65.31
9736,205609.0,64.33
9737,205863.0,64.88
9738,205951.0,64.94
9739,206004.0,64.62
9740,206603.0,64.96
9741,207783.0,64.93
9742,207866.0,64.94
9743,208303.0,63.95
9744,208611.0,64.93
9745,208778.0,65.5
9746,208916.0,64.9
9747,208965.0,65.32
9748,209223.0,65.01
9749,209378.0,65.27
9750,209567.0,64.64
9751,209643.0,64.28
9752,210000.0,65.56
9753,210205.0,65.27
9754,210304.0,65.07
9755,210804.0,64.31
9756,211044.0,64.43
9757,211178.0,65.17
9758,211340.0,65.77
9759,211453.0,65.34
9760,211742.0,64.93
9761,211828.0,64.88
9762,211859.0,64.97
9763,212039.0,64.81
9764,212047.0,65.46
9765,212971.0,65.42
9766,213019.0,64.91
